status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review,airline_name
Not Verified ,,Business,Business Class,Delhi to Bengalore,August 2023,1.0,1.0,,,,1.0,1,no,1,  Service at airport was horrible and they only gave access to lounge for 2 hours when connecting flight wait is 8 hours.  Staff at the airport lacks knowledge and business ticket means nothing to them.,Vistara
✅ Trip Verified ,,Family Leisure,Economy Class,Chennai to New Delhi,August 2023,3.0,1.0,1.0,1.0,1.0,1.0,2,no,2, Service was really bad. Food was very bad. They indeed provided the inflight entertainment which one can use in our mobiles but that was not working at all. Air hostess name (Mareena) said in Apple (safari Browser) this type of problems generally comes. They were also lying about the weather. My overall experience was very bad.,Vistara
Not Verified ,A320,Family Leisure,Economy Class,New Delhi to Varanasi,August 2023,5.0,5.0,5.0,,,5.0,4,yes,10,"  It was overall an excellent experience, and the service was truly excellent. For example even though it was barely an 1.30 hour journey a whole lunch meal was provided which was of the highest quality and taste and further my grandmother request of fasting which resulted to her being unable to eat the meal provided was dealt in a very wonderful and professional manner with the crew even providing fruits and juice instead. The actual flight was also very smooth and pleasant and there were no delays and we made it on time.",Vistara
Not Verified ,A320N,Business,Economy Class,Coimbatore to Mumbai,August 2023,4.0,3.0,2.0,3.0,2.0,4.0,4,yes,7," Vistara is India's only FSC which offers premium economy seats on selected domestic routes. Recently I flew on Vistara from Coimbatore to Mumbai, my observation is they have neat & tidy cabin, some staffs had smiling face and some don't have any cheer in their face, food was below average, lavatories were clean, IFE can be used in personal devices and was great. Overall a good flight, except that the food taste and selection has to be improved. Soon this airline is going to be merged with Air India, hence hope things will change in the long run.",Vistara
✅ Trip Verified ,A320,Business,Premium Economy,Mumbai to Bengaluru,August 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1," International Travelers flying to India with a Domestic connecting flight beware of the misleading luggage allowance and terrible customer service of this Airline. Flew into Mumbai, on a long and exhausting international flight. (Those of you that make these long haul journeys know exactly how I feel) Was booked on a connecting flight to Bengaluru. The check in at Mumbai Airport started with the Business Class and Premium Economy check in counters being roped off. I had to wait to be noticed to be let in. International flights let you check in two bags with a weight allowance of fifty pounds each. International connecting travellers are given the same allowance provided their connecting flight is within forty eight hours of the initial journey for the Domestic sector. I was charged nine thousand rupees extra baggage fees for a two and and a half thousand rupee flight. I asked for the Station Manager was told there are four of them assigned but unavailable. I was not the only victim of this extra baggage fee scam, there were several other international travellers that were facing this unfair extortion. My first service experience with this Airline has been incompetent, unpleasant, unaccommodating and rude, which I was forced to pay extra for. Not something any tired long haul International traveler should have to experience, least of all pay extra for. I sincerely hope that my sharing this unfortunate experience helps you avoid it. Fair, accommodating, competent customer service, ""brand loyalty"" or ""customer retention"" is not a priority here.",Vistara
✅ Trip Verified ,,Business,Economy Class,Mumbai to Bengaluru,August 2023,4.0,5.0,5.0,,4.0,4.0,5,yes,8," UK857 evening flight 9.30 pm from Mumbai to Bengaluru was the finest due to Vistara staff who were cheerful, professional and warm. Felt good keep it up Vistara and wishing you all the best.",Vistara
✅ Trip Verified ,A321,Couple Leisure,Business Class,Mumbai to Goa,July 2023,5.0,5.0,5.0,,,3.0,4,yes,10," Bombay to Dabolim, Goa on A321 in Business Class. Vistara is the best premium domestic airline in India today. Our aircraft was brand new and fitted with flatbed seats in Business Class (I reckon this aircraft is meant for international destinations with longer flight times). Onboard service was excellent and the overall flight experience was pleasant.",Vistara
Not Verified ,A321,Business,Business Class,Delhi to Mumbai,July 2023,5.0,5.0,5.0,4.0,,4.0,5,yes,8,"  Overall a fantastic experience with Vistara though the flight was delayed by half hour. The check-in was smooth and quick, the in-air experience was fantastic, there was a wide selection of meals and desserts on offer. The Vistara A321 is perhaps the only flight in which you can experience lie flat seats and a nice big IFE screen in domestic flights within India. The service was prompt and pleasant. Just a few things which could add to the experience - a wider selection of content would be needed for international routes, the content on offer was great for a domestic hop but thin in case the same selection is offered for an international flight. The Encalm lounge in Delhi is a improvement over the previous lounge but still not comparable to the one in Mumbai. I ended up leaving immediately and preferred to use the Amex Lounge over this.",Vistara
Not Verified ,,Solo Leisure,Premium Economy,Muscat to Bangalore,July 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1,"  Worst experience and that’s with a premium ticket, don’t ever fly with Vistara, they lost my luggage and no updates since 3 days now. They are really useless, inefficient staff working and least bothered. The transit experience from Mumbai was total chaos.",Vistara
✅ Trip Verified ,A320,Business,Economy Class,Mumbai to Delhi,June 2023,2.0,2.0,1.0,,,5.0,3,yes,5,"  Vistara has for some time been the benchmark in Indian aviation with amazing service and attentive staff. Unfortunately due to personal issues, I was unable to fly for the last 4 months of so and was happy to be back in the air for a trip to Delhi on Vistara. I blocked the first row of economy class since the fare difference between economy and premium economy was quite high for the travel date. While the ground experience remains consistently good pre and post boarding. the in-air experience in economy has been quite degraded. For a morning 6 am flight, Vistara did not offer tea/coffee in economy class. The breakfast was very poor and my omelette was inedible. No condiments except a small roll and butter on offer.  Now coming to the Club Vistara program. I called up Vistara, 2 weeks prior to my flight, as I had 2 Upgrade vouchers and wanted to use one and asked them to recommend a flight on which I could use my upgrade voucher (any flight and ok with either Eco to Prem Eco or Prem Eco to Business) and I was told that no upgrades available even 2 weeks before flying. Imagine my surprise that i could see at least 2-3 empty seats in premium economy in the flight i was traveling in. ",Vistara
✅ Trip Verified ,,Business,Business Class,Dhaka to London Heathrow via Delhi,June 2023,3.0,4.0,3.0,,1.0,1.0,1,no,1," It was an utterly awful experience from start to finish. I fly this route a lot, usually with Emirates or Qatar and had read some good things so thought I’d try out Vistara business class. The fun started at boarding in Dhaka where there was no business priority and an approx. hour queue to clear security in to the gate where three separate flights were taking off from. Dhaka is an old airport with security at the gates but other airlines manage it just fine. There was only one Vistara employee checking boarding cards and when I asked him about Business priority and told him I would miss the flight he just shrugged and walked off. I only made the flight by taking my life in my hands and queue jumping, nearly causing a riot in the process. The flight Dhaka to Delhi is Premium economy not business - the seat is even labelled as such. Transfer at Delhi very odd - despite having a boarding pass I was escorted to the transfer desk to be given another one. I couldn’t access the WiFi as I hadn’t been sent the code I apparently needed (and no one on board has any). And then having paid $20 for it; it cut off halfway through (despite being advertised as ‘whole flight’) and I had to pay again! And then to cap it off, on arrival at Heathrow the business class bags came off last rather than first, which felt like a good summation of the whole experience. Never again.",Vistara
✅ Trip Verified ,,Couple Leisure,Economy Class,Dubai to Chennai via Mumbai,June 2023,5.0,5.0,5.0,5.0,,5.0,5,yes,10,"  Great experience! Vistara crew were super friendly and also helped me get back my travel accessory when I left it in the flight. Special mention to Mr. Anil Hegde, who went out of his way to help me get back my travel accessory in the midnight! Great team work",Vistara
✅ Trip Verified ,,Family Leisure,Economy Class,Delhi to Chennai,June 2023,2.0,1.0,1.0,,,2.0,1,no,1," Not what is expected of a full-service airline that isn't cheap. Decent leg room is the only thing we could compliment about. Very rude cabin staff, running out of food options and delayed flights are just some of the pain points. No Wi-Fi option or infotainment system available. Not recommended when cheaper and better options are available.",Vistara
✅ Trip Verified ,,Solo Leisure,Economy Class,Mumbai to Ahmedabad,May 2023,4.0,5.0,3.0,5.0,,5.0,5,yes,1,"  I was traveling from Dubai to Ahmedabad connecting Mumbai airport. On Mumbai airport my bag was damaged, I forgot my luggage on arrival waiting lounge and went directly to Vistara desk where Ms. Pooja helped me a lot I really appreciate it because I was extremely tired on that moment but she really made transition very swift & easy. My first preference would be Vistara.",Vistara
Not Verified ,,Business,Economy Class,Delhi to Raipur ,May 2023,4.0,5.0,5.0,5.0,3.0,5.0,3,yes,9,"  As I am a tall person it was a bit uncomfortable for me and hence there was no option for legroom but compared to other flights I have seen, my experience was also quite good. I hope you will increase the flights from Delhi to Raipur. It was helpful to me after, thanks for the good service.",Vistara
✅ Trip Verified ,-,Couple Leisure,Economy Class,SXR to MUM via DEL,May 2023,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,  I recently took a trip to Srinagar and on my way back lost my phone at the airport just a while before the boarding. I panicked to find my phone everywhere which was noted by one of the Vistara airport staff named tabasshum who without any questions helped us look for our phone. Another of the airport staff member Suhaib also helped us a lot to find our phone. Both of these members helped us incredibly and sent us our phone back to Mumbai within 24hrs. They were constantly in touch with us till we got our phone and helped us with all the formalities procedures to get the phone. We are very grateful to to both Vistara airlines and specially grateful to these to staff members Suhaib and Tabasshum from Srinagar airport. We really appreciate these kind efforts. And wish to fly again with vistara airlines.,Vistara
✅ Trip Verified ,A321 / A320,Family Leisure,Premium Economy,Kathmandu to Singapore via Delhi,April 2023,4.0,5.0,5.0,4.0,5.0,5.0,5,yes,10," It was a wonderful experience flying with VISTARA. The staff are cordial, patient and extremely helpful. They serve well, the food options are top notch and the announcements loud and clear. There is plenty of leg space and the seats are comfortable. The ground are very supportive and help out whenever necessary. I had an international transfer with a transit window of less than an hour in a huge airport. But the transition was seamless thanks to the ground staff of VISTARA. And of course, in a matter of a week, I had four flights, all of which were on time, and I landed ahead of schedule every time.",Vistara
Not Verified ,,Couple Leisure,Economy Class,Amritsar to New Delhi,April 2023,5.0,5.0,2.0,,,5.0,5,yes,9, My wife and I (who are both 76) travelled yesterday from Amritsar to New Delhi on the 10.15 flight no. 694. The service given to us was excellent and we would particularly like to commend the staff onboard and on check in.,Vistara
✅ Trip Verified ,A321,Solo Leisure,Economy Class,Mumbai to Goa,April 2023,4.0,5.0,5.0,4.0,,4.0,5,yes,10,"  Quickly becoming one of my favourite airline to travel with, Vistara treat you like a valued customer. The seat has an adjustable headrest, we were given free headphones for the IFE, a small meal was provided, all on a flight of under an hour! Also left on time and arrived early",Vistara
Not Verified ,,Solo Leisure,Premium Economy,Ahmedabad to Mumbai,March 2023,1.0,1.0,1.0,1.0,1.0,1.0,1,no,2,"  Vistara has given a worst experience of travel during my journey from Ahmedabad to Mumbai on 19 the March 2023. After their confirmation regarding the extra baggage added in the PNR, they didn't allow me to board without charge of extra luggage. It was a hot discussion at the Ahmedabad airport and they treated me with totally rude behaviour and wasted 3 hours at the airport. They don't know the meaning of humbleness and the fact came out that there is not synchronization between their team. Customer team response totally disagreed by their airport team. Since last 35 days, I'm sending chasers to them but received 2 emails that to with incomplete information and denied to give the refund. Worst experience I have ever had in my life for this flight. Highly not recommended. I'm ready to share the further proof if there is a need.",Vistara
✅ Trip Verified ,,Solo Leisure,Economy Class,Mumbai to Kochi,April 2023,5.0,5.0,4.0,,,5.0,5,yes,10,"  I'd always heard good things about Vistara but never quite understood why and so I couldn't wait for my first flight with Vistara. Not only was the entire journey comfortable with the smoothest landing but I want to especially highlight the service at the checkin counter at Mumbai T2 airport. I'd got the flight timings mixed up and there was a delay at my end admittedly, panic ensued but the staff at Mumbai airport were patient and managed to allow me to board the flight to Kochi. Words can't express my gratitude to Yash, Dolly and especially Sohail sir - a man of few words but your kindness left a huge impact on me. In a sea of horror stories of domestic Indian flights, I want to thank the staff of Vistara for setting an example and keeping the customer at the heart of what you do. Will be singing Vistara's praises for a long time!",Vistara
✅ Trip Verified ,Boeing 787,Couple Leisure,Premium Economy,Delhi to Frankfurt,April 2023,1.0,1.0,1.0,3.0,,3.0,2,no,4,"  The seats in the premium economy are in 3-3-3 arrangements compared to the 3-2-3 in the older version of the aircraft. The seat space is similar to the economy with a little more leg space. Paying extra for the Premium is not really worth it. Sometimes the premium economy seats are cheaper only go for it, when this option is available. No wifi on-board on this aircraft, TV sets can't be tilted. If the person sitting in front of you reclines his/her seat you can switch off your screen and plan something else to do. It's the first time to see the newer version of the aircraft is worse than the older one they were using.",Vistara
✅ Trip Verified ,Boeing 787-9,Solo Leisure,Economy Class,Delhi to London,September 2022,5.0,5.0,5.0,5.0,5.0,4.0,5,yes,10,"  I travelled from Delhi To London with Vistara direct flight in September 2022 on Boeing 787-9. Seats were quite good and comfortable. The inflight experience is also good. The food was excellent for economy class. All the covid policies has been followed by Vistara crew . In short this company is really number one. Excellent food, kind staff, good seats, clean toilet No complaining. Worth the money. Will fly again with Vistara soon.",Vistara
✅ Trip Verified ,A321neo,Solo Leisure,Economy Class,Dubai to Mumbai,August 2022,1.0,3.0,4.0,,,1.0,3,no,2,"  I was informed at the check in counter that there would be a half hour delay, and as I approached to the boarding gate, I was informed that there would be another half hour delay.  Because of the delay, I had to reschedule my next travel. The flight took off 1 hour 38 minutes late. The inflight service and food are relatively decent. Seats are quite uncomfortable. ",Vistara
✅ Trip Verified ,A380,Family Leisure,Economy Class,Srinagar to Goa via Delhi,March 2023,3.0,3.0,1.0,,,2.0,2,no,2,  On 7th March we had a flight which was Vistara from Srinagar to Del at 15.40 hrs which would land at 16.55 hrs and Del to Goa at 18.40 hrs. Our flight from Srinagar to Delhi departed at 16.00hrs and landed at 17.30hrs by the time the aircraft could dock the bay area it was 17.50hrs. Even though Delhi airport is huge we managed to get to the security gate and got through security at 18.15hrs. Even though we knew we were getting delayed for our next flight ran to the boarding gate which was also quite far from the security area . When we reached there it was 18.30hrs and boarding gates were closed. I am well aware that once boarding gates are closed they aren't opened but since it was their flight which was delayed they and since we had already crossed security check they should have given us a call which wasn't done. Their staff didn't have any empathy towards us.  When we went to collect the baggage they made us wait for 2hrs. This was our worst flight experience,Vistara
✅ Trip Verified ,,Couple Leisure,Business Class,Delhi to Chennai,January 2023,1.0,3.0,1.0,,,2.0,1,no,1," I booked Business Class for my route from Delhi to Chennai for my wife and me (2 tickets). At check-in, the ground staff informed me that, due to aircraft change, there are no Business seats and that we are downgraded to Economy. Until now, after numerous contact with Customer Care, I did not get any indemnification, voucher or other as a compensation. Very disappointing customer management.",Vistara
Not Verified ,,Couple Leisure,Premium Economy,Kolkata to Udaipur via Delhi,March 2023,5.0,3.0,5.0,2.0,2.0,1.0,2,no,2," We were planning to fly on Premium Economy from Kolkata to Udaipur via Delhi. Due to delays on Vistara, the flight did not land in time to make the connecting flight to Udaipur - even though we were assured on the flight over to Delhi by the staff onboard that since the delay was about 40 min, the connecting flight would wait for the 20 passengers to Udaipur. At Delhi airport, the Vistara ground staff told us that the connecting flight had departed and that they were trying to figure out what to do. We were asked to reclaim our suitcases in Delhi and told that we would be booked on an Indigo flight that was due to leave in 3 hours time. No other information was provided for almost 2 hours, and we were repeatedly told when enquiring that the ""seniors officers"", who did not appear once in front of us were working on the issue. With less than 1 hour to go, we were handed printed paper tickets on 8x11 sheets with random passenger's barcodes on both side of the sheets of paper and told to make our way to Terminal 1. We now had to pair up with random passengers and travel together so that we could go through security at the other terminal. Nobody escorted. the group of 20 to Terminal 1, which is 20+ minutes by a shuttle bus that weaves through the city traffic to Terminal 1 from Terminal 3. We got to terminal 1 with 2 minutes before they closed baggage intake. As a premium economy passenger, the baggage allowance is 30 Kg on Vistara, and we were assured by the ground staff that the baggage allowance would be honored as Vistara had called ahead to Indigo. To our surprise, Indigo told us that no such calls were placed and that we had to pay for any excess baggage above the standard 15 Kgs. We had to shell out INR 8250 (over $100) for excess baggage just so that we could get on the flight. When I called Vistara to rectify the situation, I was placed on hold for 25 min and eventually the line was cut off. On the 2nd call, after a 15 minute conversation I was told that they could not do anything for me and that I have to return to the Vistara counter where the Indigo ticket was issued to argue my case in Delhi. When I asked to speak to a ""senior"", I was told that they would reach out to me in 1 to 2 hours. The calls never came. I am thoroughly disappointed with the service. My attempts to rectify the situation with Vistara was essentially ignored. While in-flight service is good, when things go wrong and when service and understanding is needed the most, Vistara is seriously lacking.",Vistara
✅ Trip Verified ,,Solo Leisure,Economy Class,Delhi to Raipur,March 2023,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,"  Flight attendants were extremely helpful, they helped us consolidate our weight and also helped us fly without any bags. Both of them help. Thank u so much Poonam. I will definitely fly again with Vistara and also recommend to others.",Vistara
Not Verified ,,Couple Leisure,Economy Class,Amritsar to Goa via Delhi,February 2023,5.0,5.0,5.0,,,5.0,5,yes,10,"  I would thoroughly recommend Vistara. We had excellent an excellent check in experience at Amritsar and flights. At Amritsar, Dominic and his supervisor helped us redistribute our baggage in order to avoid paying baggage excess charges. Thank you. We had a very tight stop over before catching the flight to Goa. The ground staff at Delhi helped us through security to ensure we arrived at the gate on time. Thank you. The flights were comfortable and a nice experience. Thank you.",Vistara
✅ Trip Verified ,,Couple Leisure,Economy Class,Trivandrum to New Delhi,February 2023,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10," We boarded at Trivandrum airport. Flight attendants were extremely helpful, they helped us consolidate our weight and also helped us fly without any bags. Both of them helped with my husband to get him a wheelchair and also kept on asking if he needs a doctor, as my husband was not feeling well. I am extremely impressed by their work and very thankful to both of them and others who kept helping throughout our flight. I will definitely fly again with Vistara and also recommend to others.",Vistara
Not Verified ,,Family Leisure,Economy Class,Mumbai to Delhi,February 2023,5.0,5.0,5.0,3.0,3.0,5.0,5,yes,9,"  So we had a connection flight from Mumbai to Delhi. It was very good experience with Vistara my First domestic flight. Crew members also very nice. I like breakfast, after 6 months return from abroad feels like home made. Thank you Vistara it was very nice journey. ",Vistara
Not Verified ,,Family Leisure,Economy Class,Delhi to Indore,January 2023,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,"  Great experience. The cabin crew, Food, Seat comfort, Wifi all the things were great. Glad to have a safe journey with Vistara. Satisfied with the journey.",Vistara
✅ Trip Verified ,A320,Business,Economy Class,Delhi to Mumbai,January 2023,4.0,4.0,4.0,4.0,4.0,4.0,5,yes,7,"  Early morning unplanned departure for Delhi to Mumbai, Got a good deal for the last moment price. Clean Cabin , seats, crew friendly and resourceful. New Aircraft so not much noise in the cabin. Basic Breakfast was served with a pretty satisfying with some hot drinks. Service was quick hence could catch a nice power nap as well. Did not try the entertainment system but will surely do it next time .",Vistara
Not Verified ,,Family Leisure,Economy Class,Mumbai to Udaipur,January 2023,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,"  Best domestic airline I have flown with in India. New and clean aircrafts. Amazing crew members. My flight was only 1 hour 15 minutes, and the airline served full meal course and drinks, which is very unlikely these days. All my flights were on time. Super impressed with the service. Highly recommended. They provide wifi to watch movies while onboard, amazing.",Vistara
✅ Trip Verified ,A320neo,Business,Economy Class,Bangalore to Delhi,January 2023,5.0,5.0,5.0,4.0,4.0,5.0,5,yes,10,"  Booked on 7am flight to Delhi on 12th jan. Flight got cancelled in previous day due to technical snag and i could not notice the message send. I have reached the boarding gates and then realized and staff informed me that no seats on next Delhi flights and full refund for the ticket can be made. Found that all other airline flights also going full. Airline staff offered later 9.45am flight, which will not meet my requirement. While i was trying to find a solution to reach Delhi at early, suddenly met Mr Vinod came out with idea of trying on 8am flight of Vistara as a standby and made me wait till gate closing time then board the flight. It was a great great relief. I should thank Vistara team for such wonderful support and especially Mr Vinod George. Vistara is one of the great airlines and wish them all the Best.",Vistara
✅ Trip Verified ,A 321 251NX,Solo Leisure,Economy Class,Bangalore to Delhi,December 2022,3.0,4.0,4.0,4.0,,3.0,3,yes,6,"  I didn't have check in baggage so no check in experience. Boarding experience was  totally mismanaged, no queue, no sequential boarding. Seats are better that LCC. Working IFE system and had good collection of movies. Meal served was good, cabin crew were courteous. Departed on little late and reached Delhi 15 min late. Overall mix experience.",Vistara
✅ Trip Verified ,,Family Leisure,Economy Class,Delhi to Chennai,December 2022,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,  Service was amazing. Experienced business class service even in the economy class. Well maintained and clean flight. Spacious and the lighting and music were a great mood lifter. We were also surprised to have received free meal. We totally loved the flight service.,Vistara
Not Verified ,Boeing 787-9,Couple Leisure,Premium Economy,Frankfurt to Delhi,December 2022,1.0,2.0,3.0,2.0,2.0,1.0,2,no,3, You cannot label front economy seats as Premium Economy. These are 3:3:3 layout Economy seats with no additional comfort. You just cannot change the global definition of any class for your profits. Route: FRA to DEL. On top of this your ground staff is so rude and ignorant that they won’t accommodate any requests no matter how serious.,Vistara
✅ Trip Verified ,A320neo,Solo Leisure,Business Class,Goa to Bombay,November 2022,5.0,5.0,5.0,,,5.0,4,yes,10,"  Another flawless flight from Goa to Bombay in Business Class. Vistara does everything right for the premium class, from check-in to boarding to inflight service. I rate it as the best full-service domestic airline currently operating in India. The experience could be enhanced further by offering WiFi in the aircraft.",Vistara
✅ Trip Verified ,A320,Couple Leisure,Business Class,Mumbai to Goa,October 2022,5.0,5.0,5.0,,,4.0,3,yes,10,"  Bombay to Goa in Business Class in an A320. Vistara currently provides the finest premium experience in India. The entire experience was flawless. Comfortable seats, warm service. There is no WiFi on this route but given the short flight time it is not an issue.",Vistara
✅ Trip Verified ,A320 Neo,Solo Leisure,Economy Class,Delhi to Bangkok,October 2022,3.0,1.0,3.0,3.0,4.0,1.0,3,no,2,  The worst airline I have ever flown with. I booked and paid a premium for seating in row seven. Online check in allocated the three of us row 25. I emailed Vistara three days prior to our departure explaining that when checking in online we had been allocated the incorrect seats. No response was received. Airport check in staff either couldn’t or wouldn’t correct the obvious error and didn't seem care even though one person in our group had mobility issues. There response was that they were only responsible for checking in and it wasn’t their problem. So now I have to fill out paperwork to claim a refund for the seating I booked and paid for which was allocated to someone else. Also the people in row 24 were totally ignorant of normal polite inflight protocol and reclined their seats which affected the person in our group with the mobility issue. We asked them to be not recline their seats but all to no avail. Eventually after a vocal exchange with these people a flight attendant moved them to different seats. The whole experience was extremely disappointing and very unprofessional.,Vistara
✅ Trip Verified ,A320Neo,Business,Economy Class,Delhi to Ahmedabad,October 2022,3.0,4.0,4.0,,,4.0,4,yes,8,"  Good experience of early morning flight, smooth on time boarding. Seats are ok, better than LCC in India, staff were courteous. God breakfast served along with tea/coffee, arrived on time.",Vistara
Not Verified ,A321 Neo,Solo Leisure,Business Class,Mumbai to Singapore,September 2022,3.0,3.0,2.0,1.0,1.0,4.0,2,no,4," Mumbai to Singapore a mediocre experience. Vistara doesn't have early bag drop in Mumbai. When I landed in Singapore, I found that two wheels of my suitcase were damaged. Vistara's rep said that wear and tear would not be compensated, which I accepted. The repair man I took it to noticed a large gash on body, and said I should replace the bag. On both sectors my food quality and quantity were lacking. Outbound sector was an overnight flight at 0145hrs, Breakfast comprised of an omelette, chicken sausage, and something else. Return lunch was a bowl of curry with chicken,  vegetable and rice. A salad started the meal and a small rasmalai for dessert. Lie flat seats in a 2x2 layout in the narrow body aircraft, with little privacy. There's not much time to sleep so its not a major issue. I wasn't impressed by the crew on the outgoing flight, perhaps because of the time of day. I felt that they were trying to rush things, but the return flight was considerably better. Internet on board voucher given did not work. ",Vistara
✅ Trip Verified ,A320Neo,Business,Premium Economy,Guwahati to Delhi,September 2022,4.0,4.0,4.0,3.0,,4.0,4,yes,8,"  Good experience, on time departure and arrival, courteous staff, good food, clean and hygienic cabin, comfortable seats. No in flight entertainment system ,they offer Vistara world which can be used in personal mobile/tab/laptop using flight wifi.",Vistara
✅ Trip Verified ,A320Neo,Business,Premium Economy,Delhi to Guwahati,September 2022,4.0,4.0,4.0,2.0,,4.0,4,yes,8,"  Currently only Vistara offers premium economy in Indian domestic sector. Price is slightly above economy but worth for that. 1st 4 rows after business class is premium economy, seat pitch are good, comfortable than any airline except business class. Priority check in and boarding for premium economy passengers. First they served cold towels which was a pleasant starting. Though it doesn't Matter much but they shared a menu for the flight. Food was good for a domestic flight. Service was good. Flight departed and arrived on time.",Vistara
Not Verified ,A320,Family Leisure,Economy Class,Delhi to Mumbai,September 2022,4.0,5.0,4.0,,,5.0,5,yes,8,"  This is not the first time I have flown Vistara, and the experience was amazing. The Check-In was pretty quick. On board service was excellent and the staff was polite. The flight was on time. In spite of a short flight, they still served good snacks. The seat was also better than most airlines I have flown, and the plane was clean and hygienic. I will fly with them again.",Vistara
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Mumbai to Delhi,August 2022,3.0,4.0,4.0,2.0,,4.0,4,yes,10,"  Good experience, early morning flight from Mumbai to Delhi. Good boarding experience, aircraft was clean and fresh, so was toilets. Seats are relatively comfortable. Good breakfast was served on the way. They don't offers IFE screens but have a wifi based entertainment system which can be used in our personal equipment like smartphones, Tab or Laptops. Cabin crew were courteous. Overall a good experience",Vistara
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Mumbai to Ahmedabad,August 2022,4.0,4.0,3.0,2.0,,4.0,4,yes,7,"  Good experience, returning back same day from Mumbai. Aircraft was clean and fresh, light snack was provided which can be improved, on time departure and arrival",Vistara
✅ Trip Verified ,A320,Business,Economy Class,Ahmedabad to Mumbai,August 2022,4.0,4.0,3.0,3.0,,4.0,4,yes,7,"  Better experience this time from Ahmedabad after I complained about my last flight boarding experience at Ahmedabad. Was an early morning flight, boarding was better. Aircraft was clean and fresh, a light snack was provided which can be improved, On time departure and arrival, overall good experience.",Vistara
Not Verified ,Boeing 787-9,Solo Leisure,Economy Class,Bengaluru to London via Delhi,August 2022,3.0,5.0,5.0,5.0,2.0,5.0,5,yes,9,"  I would definitely recommend it. The staff are very polite and speak excellent Hindi and English. Some innovative ways to introduce safety announcements before the flight. The food is delicious and authentic.  There is plenty of entertainment from both Hollywood and Bollywood as well. The only thing I would improve is that for tall people like myself, there isn't a lot of leg room. Otherwise, everything is excellent.",Vistara
✅ Trip Verified ,A320,Family Leisure,Economy Class,Mumbai to Bhubaneshwar,August 2022,3.0,3.0,3.0,,,3.0,3,yes,6,"  Ok experience, on time departure and arrival, okay meal on board, clean cabin, nothing to complain. Meal can be improved.",Vistara
✅ Trip Verified ,A320,Solo Leisure,Economy Class,Ahmedabad to Mumbai,August 2022,4.0,2.0,1.0,1.0,,2.0,3,no,5,"  Boarding process at Ahmedabad was total disaster, the ground staff didn't had any clue what they are doing. There were total chaos, business, premium economy and economy ,no one knows where to be in queue, even after complaining the staff were not accepting their mistakes. My snack provided in flight was stale, when complained to cabin staff they just ignored and with few passengers they were rude too. Not a good experience.",Vistara
✅ Trip Verified ,A320neo,Business,Business Class,Kolkata to Delhi,July 2022,4.0,5.0,5.0,,,5.0,4,yes,9,"  I recently flew Vistara business class from Kolkata to Delhi, connecting to my international flight on Air Canada to Boston. The whole experience was positive. The check in process was smooth. My luggage was checked all the way to Boston without any fuss. The lounge in Kolkata was quite good. The plane left on time. The service on board was excellent. The staff took care to make sure I was comfortable. The meal service for such a short flight was very good. A really professional service all around. I will fly them again.",Vistara
✅ Trip Verified ,A320 NEO,Family Leisure,Economy Class,Kochi to Delhi,July 2022,3.0,3.0,3.0,3.0,3.0,2.0,1,no,2,  My ticket was with Air France and Air France uses Vistara as a codeshare partner for the flight from COK to DEL. Air Vistara doesn't honour weight limitations. I ended up paying 150$ as against stated policy of 100$ for baggage up to 32 KGs. I had to shift weight from my hand baggage as Vistara only allowed 7 Kgs vs 12KGs that allowed by Air France. It was a very disappointing experience to start an international trip like this. Would not recommend Vistara for travel within India.,Vistara
✅ Trip Verified ,A320,Family Leisure,Economy Class,Delhi to Cochin,July 2022,5.0,1.0,1.0,1.0,,5.0,4,yes,6,"  I cannot fault the hard product, modern clean and well maintained aircraft but the soft product was found to be wanting. The crew seemed to go about their job in a robotic nature, no smile, no pleasantries, and the service was very disjointed. The food was a big let down and expected much better. It was bland, poor quality and mine was inedible. ",Vistara
✅ Trip Verified ,,Family Leisure,Economy Class,Ahmedabad to Delhi,July 2022,5.0,5.0,5.0,5.0,5.0,5.0,4,yes,10,"  Very punctual on time flight even though we departed almost 15-20 minutes late due to previous flight from our gate departed very late. The boarding of more than 100 pax was completed in almost 20 minutes which is in my opinion very efficient. Inflight service was very good with good quality of food with both veg and non veg option which is included in the fare. Condition of the cabin, seat and overall aircraft was up to date. The inflight entertainment was also good. Overall a very pleasant experience flying with Vistara.",Vistara
✅ Trip Verified ,,Family Leisure,Economy Class,Mumbai to Bangalore,July 2022,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,  Mumbai to Bangalore. Wonderful service right from booking tickets to boarding to landing - a completely wonderful experience thankyou for such a great venture!,Vistara
