Passenger Name,Review Date,Airline Name,Airline Average Rating,Cabin Flown,Passenger Overall Rating,Overall Value for Money,Seat and Cabin Space,Customer Service,In Flight Entertainment,Baggage Handling,Check-in Process,Meals and Beverages,Recommend Airline,Passenger Review Text
Sharmila,"February 18, 2018",Virgin Australia,7.0,Flew Economy Class,10.0,3,4,5,0,,,5,Yes,I just have to say that the staff on flight VA165 today from Auckland to Melbourne were fantastic! They were so kind and helped me get through my motion sickness. Great service!
Jordan,"February 16, 2018",Virgin Australia,7.0,Flew Economy Class,9.0,5,4,5,4,,,4,Yes,"Two friends and I flew to Hamilton Island from Melbourne with Virgin Australia. We had originally booked direct flights to and fro through Webjet a month before our trip, but to our surprise a week or so later the flights had been changed/cancelled. We had been placed on a flight from Brisbane to Hamilton Island (going there) and another from Sydney to Melbourne (returning home). Finding this odd I called up the Virgin customer service team who informed me that I would have to call Webjet to book us a flight to get us to Brisbane from Melbourne and another to get us from Hamilton Island to Sydney. We were then given two more Virgin flights to help us reach our destination and to come back home. Having this experience prior to commencing my trip I was hesitant to fly with Virgin. However I was very pleased with the service that Virgin had provided. All Virgin staff that I had encountered were very pleasant and kept a smile on their faces and made the flights very enjoyable. There were no seatback tv’s on the Virgin aircraft, however passengers were informed prior to boarding and on the flight before departure that an app was available to use to stream and watch movies/tv shows. Coming back from Hamilton Island our flight from Sydney to Melbourne was cancelled and we had not found out about this cancellation until we had deboarded the plane from Hamilton Island. However, after arriving into the Virgin terminal at Sydney our names were paiged over the speakers and we were instructed to make our way back to the gate of the aircraft we had just gotten off. It was there we were handed new boarding passes to another flight to Melbourne that departed EARLIER than our original scheduled flight. We were not seated together on this flight, however the staff member at the gate explained to us that it was a full plane and there were only three more seats left to accommodate us. Overall we were pleased with our experience with Virgin Australia. We did experience a few hiccups with the cancellation of flights, however Virgin staff assisted us as much as they could, and the experience that we received on board compensated for any of the problems we faced. Would definitely recommend flying with Virgin Australia."
ron,"January 10, 2018",Virgin Australia,7.0,Flew Economy Class,5.0,2,4,3,1,,,1,No,"flew from cairns to brisbane recently. the flight was okay, but for a full service airline i would not say a bottle of water and a pack of two cookies is an appropriate meal service, the flight departed on time and arrived on time, the crew were a little rude and abrupt almost as though they were at the end of a 12 hour shift and were over it."
Susan,"August 16, 2017",Virgin Australia,7.0,Flew Economy,3.0,1,2,2,0,,,2,No,"No text notification for Virgin flight cancellation in Hobart yesterday – due to bad weather at destination.  Waited four hours in the airport.  Tiring for us but other passengers missed international connections.  Staff were unavailable or indifferent.  In the time we were waiting, we watched two Qantas flights take off and one Jetstar flight (same destination as us).  Qantas passengers were constantly kept informed and compensated with refreshment vouchers.  Nothing but silence and absent staff for Virgin passengers…"
Kimberley,"August 16, 2017",Virgin Australia,7.0,Flew Economy,2.0,1,1,2,0,,,1,No,"The worst check in process in Denpassar last night. Will not ever travel with this airline again. No blanket, inflight entertainment and eight dollars for two bottles of water. Gurauda has it all over Virgin"
Denys,"April 22, 2016",Virgin Australia Regional,8.0,Flew Economy,10.0,4,3,5,4,,,4,Yes,"I flew economy Virgin Australia Perth- Melbourne return. first leg on 11 april 2016 VA690  and return on 19 april 2016, VA683. The crew was very professional and friendly. Legroom is not generous but they make it up through great service. On the return journey, I had more legroom which was was much appreciated and the flight arrived 30 minutes early which was a pleasant surprise. Will definitely recommend Virgin Australia."
P,"March 8, 2016",Virgin Australia Regional,8.0,Flew Economy,4.0,2,3,1,0,,,0,No,flew from Cairns to Queenstown via Brisbane.  The second leg- international flight -was not enjoyable.  The crew was rude and lazy.  Only saw them when drinks were served. They spent a lot of time talking and on their phones. There was no complementary meal unless you wanted to pay for it.  There was a charge for soda and even orange juice.
Sharon,"February 13, 2013",Virgin Australia Regional,8.0,Flew Economy,10.0,5,5,4,0,,,4,Yes,"Flew from Perth to Exmouth on a Fokker 100. Never have i flown on a plane with so much legroom! The seats reclined and there were newspapers scattered over every few seats. The flight was fairly empty so most people could have their own row. We were given a breakfast of cereal, milk, juice and a bread roll with butter and jam as well as tea and coffee. I woudl definitely fly them again and think they offer great value for money  – I couldn’t drive to Exmouth for the price of a ticket"
Kellie,"February 13, 2013",Virgin Australia Regional,8.0,Flew Economy,8.0,3,5,5,3,,,4,Yes,We flew from Perth to Exmouth return for a friends wedding. As a favour to the bride I carried the wedding cake with me on the plane. The staff of Skywest were very helpful and accommodating to my husband and I. They put us in a row with three seats so that I could have the cake beside me on the plane. I have flown with Skywest several times and the aspect I most enjoy about flying with them is the comfortable seating and amount of leg room. The service and food has generally always been of a high standard too. I prefer Skywest over Qantas however their pricing is often higher than Qantas
Sanidhya,"August 18, 2023",Vistara,3.8,Flew Economy Class,1.0,1,1,1,1,1,1,1,No,"Worst airlines ever.Don’t ever travel with them. The food is extremely pathetic. the staff is extremely rude. Plus they delay their flights for 14+ hours and don’t even show mercy. It has been 3 months and they still haven’t  given the compensation to the customers of the flight. they put in my details wrong even after several times me sending them right documents. Plus worst services, they are not even reliable. Better travel in spicejet or even airindia is better at service than vistara."
Shreya,"June 30, 2022",Vistara,3.8,Flew Economy Class,1.0,1,1,1,1,1,1,1,No,"Worst airline ever. Have traveled with multiple airlines before, but never ever had such worst experience."
Andreas,"May 6, 2021",Vistara,3.8,Flew Business Class,8.0,4,5,5,3,5,5,4,Yes,"Professional, Polite, Personal. Providing good service on international flights during pandemic is a challenge and Vistara did a good job here on their new DEL to FRA sector. But do keep in mind the flight was only half full. Covid protocols were followed strictly and enforced gently where needed. Given the departure time of 3:15am the food service is of less importance, the breakfast however was served in good time and delicious. The 787 is always a pleasant experience anyway – and the exceptional baggage allowance of 3x32kg one of the reasond why I chose business class this time."
Steven,"May 10, 2020",Vistara,3.8,Flew Economy Class,5.0,4,3,4,0,4,4,0,Yes,Low cost airline that tries very hard. A pleasant experience overall
Christina,"May 4, 2023",Viva Aerobus,1.6,Flew Economy Class,1.0,1,2,1,1,1,1,1,No,"Stay away from this crappy airline. Due to flight delay, I missed the connection flight and was put on a flight on the next day in the morning although there were flights on the same night. The airline sent a sms stating the delay was due to a technical problem. At the airport counter the personnel said it was instructed to say the delay was due to weather which was a sheer lie because other flights in the same direction and at the same time took place on time. They refused any reimbursement for the hotel that was paid for at the destination, no accommodation for the night, no food, not even WATER on plane!!! How sick is that! The personnel when confronting immediately lost the ability to speak English. This company has to get out of business with such attitude towards customers. Their shuttle service is the same crap. Better order Uber or taxi. You won’t save anything with this SHARED transportation, only get a headache."
Leslie,"December 31, 2022",Viva Aerobus,1.6,Flew Economy Class,1.0,1,1,1,1,1,1,1,No,"Terrible airline, don’t waste your money in this crappy airline.  Do yourself a favor and fly with another one, viva aerobus is not worth the money. They should pay you to fly with them. Rude customer service, delay all the time. I had a almost 4 hour delay, and we had to wait for fuel inside the airplane. My luggage was open and got stolen a few things and not one employee was able to tell me how to proceed to open a report or claim. After a couple of days they wanted to reimburse me with a viva aerobus certificate…. for what? I ain’t flying with this crappy airline ever again!"
Eugenio,"December 7, 2022",Viva Aerobus,1.6,Flew Economy Class,1.0,1,1,1,1,1,1,1,No,"Trust me when I say to avoid Viva Aerobus at all costs. The extra $50-$100 in savings is not worth the price. The flight experience is just as bad, with agents at airports corraling and treating customers like livestock at the actual airport, abusing their anti-consumer policies further by forcing people to be up charged for bags, and being downright unpleasant in the flight. Their flight attendants need more training in people skills as do the rest of their staff throughout the company."
Eugenio,"December 7, 2022",Viva Aerobus,1.6,Flew Economy Class,1.0,1,1,1,1,1,1,1,No,"Trust me when I say to avoid Viva Aerobus at all costs. The extra $50-$100 in savings is not worth the price. The flight experience is just as bad, with agents at airports corraling and treating customers like livestock at the actual airport, abusing their anti-consumer policies further by forcing people to be up charged for bags, and being downright unpleasant in the flight. Their flight attendants need more training in people skills as do the rest of their staff throughout the company."
Michelle,"November 13, 2022",Viva Aerobus,1.6,Flew Economy Class,1.0,0,0,0,0,,,0,Yes,"Originally 7am departure with 6:15 boarding. Was notified at 6am that there’s an hour delay. Boarded at 7:45. Then told at 8:45 that they are waiting for the luggage to be loaded. Still sitting in the tarmac at 9:07, the cabin door is still open & they have no update for us. EPIC FAIL!!"
Rebecca,"April 3, 2022",Viva Aerobus,1.6,Flew Economy Class,1.0,3,3,0,0,,,0,No,"We booked a flight online from Oaxaca to Phoenix at the beginning of March. It had been six years since we had seen our family due to Covid. Our flight from Oaxaca to Mexico city was with Viva.  We were about an hour late taking off and then when we were supposed to land in MC the plane almost touched down then went back up and circled rhe whole city before finally landing. We have never been to the airport in MC so we didn’t realize that the two terminals were three miles apart. We are both in our sixties so we can’t walk very fast so by the time we got to our gate the boarding was closed. We have flown all over the world on many different airlines and have never missed a flight, not once. We tried talking with a manager for Viva who did absolutely nothing but give us the run around. We had to spend two nights in MC before we could catch another flight. What bothered us the most was the lack of any kind of support from Viva. I guarantee we will never fly with this airline in the future."
NATALIA,"December 30, 2021",Viva Aerobus,1.6,Flew Economy Class,1.0,1,1,1,1,1,1,1,No,"My first flight was delayed 3 hours. VIVA AEROBUS hasn’t even updated the information about the plane being delayed at the airport. I kept checking the screens, and even 2 hours after the plane was supposed to take off, the screens showed the status of the flight: on time. The application kept showing diferent times of departure, and the employe at the window was more and more scared. I stopped asking him after a while. Finally, we boarded the plane just to sit there for an hour because they didn’t have any fuel. ?. I’m at the airport now to get the flight back, and I got all excited because the plane  actually came from Mexico City on time  to pick us up from Oaxaca. Unfortunately, they told us that we can’t board the plane because it’s delayed. The application stopped working and doesn’t give any updates about the status of the plane. This is my last flight with this airline."
Jessica,"November 7, 2021",Viva Aerobus,1.6,Flew Economy Class,1.0,1,0,1,0,,1,0,No,"The worst part was trying to get a hold of the company. I had been calling and trying different menus for hours in the airport and talking in circles with the bot. Whenever I got a hold of someone, they would transfer me and drop my call. Terrible communication and it’s impossible to get a real person.  When I finally reached Debra and the manager Eduardo, they helped very little and only gave a refund on the flight they canceled, not the flight that I had as my return (which I couldn’t even use since I wasn’t there!) Overall a terrible experience with both the airlines at the airport, the manager, and the call center. Don’t use this airline if you want to get somewhere within a couple of days. They are unreliable and don’t compensate when they don’t deliver on their promises."
Rosa,"July 2, 2021",Viva Aerobus,1.6,Flew Economy Class,1.0,0,0,0,0,,,0,No,"Do not fly with Viva! My husband and I had purchased tickets to fly from Tijuana to Los Cabos for our summer vacation. We purchased these tickets over 2 months in advance. We received an email from Viva Aerobus two weeks prior to our flight stating that our outgoing flight was cancelled and that we would be placed on a flight that was 6 hours later that day. I accepted as I saw no other option. The next day, I was sent another email saying that my incoming flight was cancelled and that there were no other direct flights available on that day. The other flights were 5+ hours long, instead of 2 hours, and they departed at times that did not work for us. I called Viva to get a refund. They said that I did not qualify for a refund. Keep in mind that they cancelled my flight and ruined my vacation. Get this. I had even purchased the refund insurance just in case something like this happened. Viva said that my insurance did not cover the airline cancelling our flight."
Ana,"March 18, 2021",Viva Aerobus,1.6,Flew Economy Class,2.0,1,2,3,0,1,3,0,No,"Do not fly with this airline. I can guarantee 100% you will be disappointed with this VIVAAEROBUS. They always cancel flights on you, flights run late, lose your belongings, do not refund a cent back for things they fail to provide. I have experienced all of the above."
Hellen,"October 31, 2020",Viva Aerobus,1.6,Flew Premium Economy Class,1.0,1,0,1,0,,,0,No,"should have read reviews before buying a ticket with this airline. During a pandemic that remains in effect, their policy is a 6 month voucher. Currently in Spain, unable to travel to MX, how can I use this 6 month voucher? Viva refused to extend or refund and canceled my trip without notification!"
Saul,"October 5, 2020",Viva Aerobus,1.6,Flew Economy Class,1.0,0,0,0,0,,,0,No,"I booked my flight for the upcoming week, they offer an insurance for an extra cost that allows you to cancel or move your flight or get a refund, so i bought this insurance, turns out i came up positive with covid 19 and cant travel, i call to cancel my flight thinking it will be easy with the insurance i bought, but no they make it near impossible to where you cant cancel asking for too many things. I sent them 3 different types of proof that i am covid positive, lab results, doctors certificates, results with the state seal and nothing they say thats not enough!!  Whats the point of selling extra insurance if you cant use it!!"
jennifer,"July 22, 2019",Viva Aerobus,1.6,Flew Economy Class,2.0,3,3,3,0,1,1,3,No,"Never fails each time we fly a charter flight my luggage comes up accidentally either damaged beyond repair or missing or never even being put on the plane after being checked in.  We recently just go back from Mexico and again they lost my luggage or as the representative said it probably was never put on the plane. I was told they would be in touch the next day and yet to hear from them regarding this.  I had no hopes of hearing back from them as this is not the first time this has happened and no response back.  Not sure why this happens but it is very upsetting.  Needless to say, I’m done with flying charter flights.  Viva Aerobus you’ve lost my business."
Kay,"July 18, 2019",Viva Aerobus,1.6,Flew Economy Class,1.0,1,1,1,1,1,1,1,No,"I work at a NPO, and we took a trip with about 20 interns. When we go to check-in, the airline insists on weighing each person’s bags together. Some kids’ bags were at 7kg, and others were at 10.3kg and they wanted us to pay $50usd for the ones that were over. We weren’t going to pay for 10 or so kids’ bags because they were a bit over, so we start rearranging the baggage to spread the weight more evenly. At the gate, the agents (incredibly rude/impatient), insisted on charging us for the bags that were “over” (by .3kg) AGAIN, though we showed our receipts. They held the flight for about 1 & 1/2 hours because they were busy hassling us. After we ended up paying for 3 of the kids bags (TWICE), we finally boarded the flight. Because we had layovers each direction, we ended up flying with the airline 3 times, and each experience was equally horrific. We literally sat on the airport floor and threw away toiletries, clothing, books, shoes, etc. and moved items around bags to meet their ridiculous requirements, constantly reweighing the bags to try to avoid paying $100s in additional fees."
Julio,"July 15, 2018",Viva Aerobus,1.6,Flew Economy Class,1.0,1,1,2,1,,,0,No,"I have traveled extensively both domestically and internationally and have never been so disappointed as I have with Viva Aerobus. My 4 beautiful days in Ajijic ended badly thanks to Viva Aerobus (VA). First of all, you can’t check-in online within 24 hrs of departure. But in all fairness, I’m not sure if it’s airport policy or because VA hasn’t caught on. So I had to be there 2.5 hrs prior to departure, checked in and was given my “VIP” group boarding pass. As we were boarding the plane, several of us were asked to step aside and go to another line to weigh and or measure our hand carry-on bags. When they took my bag, a man, without looking at me in the eyes, proceeded to invoice me for US $52 because my bag was 1″ above the limit. He never even showed me the measurements! Mind you, I’ve used the same bag traveling to Europe, Asia and multiple US domestic flights and had NO problems. Because I felt like I was being bullied by the “polecias”, I paid the US $52 and was asked to give my bag to someone by the door of the plane. There was no one there so I proceeded to take my bag in and placed it in the overhead bin. And guess what? It fit perfectly as expected and like it has with all my other flights in the past. Also, it would be nice if VA would send us all an email warning us of their strict policies and perhaps mention that THEIR SEATS DO NOT RECLINE AND HAVE NO ENTERTAINMENT ON BOARD. So much for being in a “VIP” that they couldn’t even accommodate a bag that’s 1″ over their limit. Perhaps the US $52 they collected from me cost VA prospective passengers because of this review. One thing for sure, I WILL NEVER FLY VivaAerobus EVER AGAIN!"
Isaiah,"March 4, 2023",Volaris,2.1,Flew Economy Class,1.0,0,0,0,0,,,0,No,"Worst flights ever. Flying into Mexico, the delayed our flight by 3 hours and didn’t allow refunds even though it was due to short staff. Then we went to their agency to do the online reservation confirmation and we added 1 suitcase and they stated it was $350. I asked if it would be in US dollars or Mexican pesos. They stated Mexican pesos. I then proceeded to add on 2 suitcases. My total came out to almost $5,000 pesos. I asked why it was that price and she stated “it was a mistake and it was in dollars not pesos. Then stated she couldn’t remove one suitcase because it had already been added. When we ORIGINALLY asked if would be in US dollars or pesos. Next on our return flight we were delayed for over 3 hours due to engine issues. Didn’t move us to another plane/ another flight just had us sitting while we waited. Worst airline ever. They love scamming peoples money and time."
alicia,"March 2, 2023",Volaris,2.1,Flew Economy Class,1.0,0,1,1,1,1,1,1,No,THE WORST airline I have ever flown with.  Hands down… they do NOTHING correctly.
Jon,"November 18, 2022",Volaris,2.1,Flew Economy Class,1.0,2,1,1,0,,1,0,No,This airline is completely horrible. Do not book with this airline if you do not have to. They delay flights consistently. They will cancel flights and merge them with much later flights to save themselves money. They scam you with fees. Viva Aerobus is better lol.
Fer,"August 15, 2022",Volaris,2.1,Flew Premium Economy Class,1.0,1,1,1,1,1,1,1,No,Horrible airline shouldn’t exist. They keep hanging up on you so you don’t qualify for refund. Will overcharge you and charge penalties if you want to change flughts
Ana,"October 6, 2021",Volaris,2.1,Flew Economy Class,3.0,3,3,3,1,1,3,3,No,"I had a very frustrating experience on my last flight with Volaris from Zacatecas to Chicago. I noticed there were at least 3 families with minors that were given separate seats. I had a 9, 16 and 18 year old traveling with me, we bought our tickets together and still none of us got to sit together. To me, it seems that Volaris is separating families and companions that buy their tickets together to force passengers to pay for seat selection. I did my check-in immediately after the 24 hour allowed it. In the vicinity where I was seated, I saw there were at least two couples that were also separated. Besides this making flying less comfortable it doesn’t help with maintaining some separation from strangers during this pandemic. It doesn’t make sense to be splitting families apart just to make a profit. I strongly believe they purposefully do this to force passengers to pay more for seat selection. Since we opt out of paying for the seat selection, they make the choices inconvenient instead of just sitting families together. There were a few passengers around me that were traveling alone, they did not pay extra for their seats."
Brenda,"June 18, 2021",Volaris,2.1,Flew Economy Class,1.0,1,1,1,1,1,1,1,No,"I’m very very disappointed, frustrated and upset with this airline! My 12pm flight was canceled on my way to the airport in Tijuana. I live about 3 hours away so by the time I was notified it was to late to turn back. To top it all off, there were no available flights until 10pm!! After having to wait for so long, my flight still got delayed until 12am. My daughter gets married in the morning and here I was in the airport tired, hungry and more. This airline is a piece of crap and gives 0 s&/*s about its customers. Be ready for unprofessional excuses and a “credit” for their unprofessio al changes. The credit they gave me was “2,000  towards my next flight which had to be done by July (mean within a month). They have definitely lost several customers and can expect nothing but bad reviews from me, my family and everyone around me. Thank you Volaris for the WORSE TRIP IN MY LIFE!"
Juan,"July 18, 2020",Volaris,2.1,Flew Economy Class,1.0,1,1,1,1,1,1,1,No,Canceled my flight and didn’t even bother to notify me
Alejandro,"June 16, 2020",Volaris,2.1,Flew Economy Class,10.0,4,5,5,0,5,4,5,Yes,I think it was great. The flight attendants were very nice. The aircraft was clean and in good shape. I would choose Volaris again this year for my vacation. Absolutely loved my experience.
Daniel,"May 9, 2020",Volaris,2.1,Flew Economy Class,1.0,1,0,1,0,,,0,No,"Volaris let me know my flight was being scheduled on a different day. I turn to calling the company’s customer service to get to the bottom of this. My first interaction with a member at Volaris DROPPED the call as soon as I was put on hold. No biggie, I call back and go through the mundane steps to reach another human. Hurray, I reach another member who again, puts me on hold and once again, my call gets dropped. Ok, I can call again as my plans are wide open, but this happened again and again for over an hour. Once I did get through and got David, who does spend some time trying to explain to me that I wasn’t getting my money back and wouldn’t even receive half of what I paid with airline coupons, I was pretty much done with this company. David gave me a confusing explanation that he couldn’t articulate to the level of my understanding in which case, I asked to speak to a manager. David was unwilling to connect me and told me “there’s no manager who can help you as this is the rule and has already been decided”."
Dario,"May 1, 2020",Volaris,2.1,Flew Economy Class,1.0,1,1,1,0,1,1,0,No,"“DO NOT USE this Airline. This is by far the worst airline I have ever use, the prices are low but that’s how they get you, they gauche you in other charges, like; over limited baggage fees,($55.00 US dollars) drinks, food etc. So you will ended up paying more. Seats are too closed. I was surprised they didn’t charge me for the air while I was flying. The staff is so rude with lowest service. The airline due to this COV-19 canceled my flight, which it’s understandable. so I though it was going to be the same as the other airlines, I decided to contact them just to find out it was no way to contact anyone anywhere. I WAS NEVER ABLE TO CONTACT ANYBODY via phone or line call this number (866) 988-3527 over and over just to realized that after waiting 40-50 minutes the line cut off and if you get thru the line they hung up on you. They also ask you to email them since they are too “BUSY” which I did, I have sent 7 emails and no answer. wasted $250 dollars"
Taylor,"April 12, 2020",Volaris,2.1,Flew Economy Class,1.0,0,0,1,0,,,0,No,"No stars. Volaris are crooks. They stole $249 from me, and refuse to give it back. I have been on hold for 64 minutes this time around trying to get my refund. Due to Covid, they initially said they’d only give credits, not refunds. Now they say I can get a refund (got a new email today) but have to call to get it. I have been on hold for over an hour. I will never get it. Trust me on this. They’re dishonest and have lost a customer for life, as has their sister airline, Frontier, for the same reason."
Katarzyna,"March 28, 2020",Volaris,2.1,Flew Economy Class,1.0,1,1,1,1,1,1,1,No,"They stole my money!!!! They have cancelled my flight and never given me a refund! We work hard to go on holiday maybe once a year, whilst they have the cheek to take it all away from us!!!"
calina,"March 8, 2020",Volaris,2.1,Flew Economy Class,1.0,1,0,1,0,1,1,0,No,"never in my life have I experience such bad costumer service.. my son was traveling with his skateboard attached to his carry on which for many years has never been a problem. it wasour turn to get checked in,  they charged us for our bag and we proceeded to the security, there they informed us that the skateboard was not aloud to be on his bag and so we tried to bring it back and check it in. instead they laughed at us and told us they would not help with the check in of the skateboard. They said through it in the trash.  they just laughed at us and looked at us like we were stupid, I got very anger, so they kicked us of the flight and never even refunded the bag fees or the $360 we payed for the flights.. they said that because I had gotten so angry they had the right not to let us board on the flight.  what ever you do don’t fly with Volaris!!!!"
Melinda,"March 3, 2020",Volaris,2.1,Flew Economy Class,1.0,1,0,1,0,,,0,No,"They didn’t ever answer my call after being on hold for 42 minutes and they didn’t have the courtesy of replying to my email so I went on line to cancel my reservation.  My confirmation number was not found so I can only assume they canceled my reservation rather than addressing my concerns expressed in my email..  I’m saddened to learn of their poor business practices because we have many friends on their routes and we would have liked to use them in the future.  Not only is this unlikely now, but we will also share your rudeness to them.  There are other airlines albeit more expensive, but are much easier to communicate with.  Once reservation is made, and after 24 hours, NO REFUNDS OR CREDITS!  They charge a separate fee for everything–even carryons.  Their low rates are simply a come on and are not worth it."
Amy,"March 3, 2020",Volaris,2.1,Flew Economy Class,1.0,2,2,1,1,1,3,1,No,"If you’re thinking about flying on Volaris… DON’T. They have terrible customer service. They decided to remove my bag from the plane 5 days ago due to their own error of “miscalculating the weight” and still have not returned it to me. I went my entire vacation without my bag (no clothes, personal supplies, certain medications, shoes, etc.). I spent hours both in person and on the phone with them, and they refuse to provide any written guarantee or amount of compensation, so I had no guarantee that any sorely needed replacement items I bought would be covered. They still haven’t delivered my bag or agreed to compensate me, meaning at this point they have essentially stolen my belongings in addition to ruining my vacation. Last I spoke with them, they couldn’t even say for sure where my bag is, yet they still refuse to pay me for loss and damages. Stay FAR, far away and use an ethical, trustworthy airline instead."
Christophe,"August 9, 2023",Volotea,3.3,Flew Economy Class,1.0,0,0,0,0,,,0,No,"Our holidays to Santorini transformed into a nightmare. We were suppose to fly at 16:30 from Naples to Santorini. Delayed once, 18:30, then 20:30, 22:30… no announcement or staff of Volotea showing up. We only had the info from the panel. Delayed again 00:30…. And finally cancelled. Volatea arranged a shittle but yo a hotel, but we had to pay the taxi back to the airport the day after. The flights of the day after were so expensive and has a bad time that we preffered to cancel our whole trip as it was only 2 nights. Our insurance company refused to pay the hotel nights in santorini we could not use, as it was booked before. So we went through all of this without even an excuse email or seeing anyone from Volotea. One advice, never use this terrible company."
Tugce,"December 17, 2022",Volotea,3.3,Flew Economy Class,1.0,1,1,1,1,1,1,1,No,"Physical Assault and Extortion by Volotea Airlines! I was physically assaulted by two employees of Volotea Airlines in Palma de Mallorca airport Spain and denied boarding when I didn’t want to pay an illegal extra fee of €50 for my cabin bag. Volotea’s allowed range measurement for free cabin bag is (40x30x20cm) and My bag is (40x19x15cm). Employees didn’t speak English and yelled at me and shoved me around saying PAY or GO, PAY or GO! Even though I didn’t understand Spanish, they were also shouting in Spanish and bullying me like Gestapo Nazis. They were extremely rude and physical, and I am a 155cm woman. It wasn’t called for! They deliberately wanted me to miss the plane. I had a connecting flight to Sardinia and I couldn’t miss the plane, so I had to pay eventually. Even though I paid the fee, they didn’t let my cabin bag to stay in the cabin, so I almost missed my connecting flight to Sardinia. I complained to the company about the incident and asked for a refund but they said there’s nothing they can do. This was completely illegal action. Worst Airline Ever!!!"
Nita,"January 14, 2022",Volotea,3.3,Flew Economy Class,1.0,0,0,0,0,,,0,No,"During the summer we bought tickets with Volotea to travel from Thessaloniki to Mykonos – which got cancelled. I asked for refund of the ticket’s amount in August 2021 and to this day have not yet received it. I’ve sent a dozen of emails which are always replied in the same vague way making me wait 4-6 weeks each time they “try” to make the transfer – which according to them fails. There is no follow-up on the case at all and each time I reach out I have to explain the whole situation again, and they never really try to find a solution. I feel like I’m talking with an automated program, awful customer service. Since it’s been almost 6 years I will work with a lawyer and sue the company – which seems to be the only way to get back the money that is rightfully mine. This is pretty much the same with stealing. I will never purchase a ticket in Volotea again. Never."
Celine,"May 7, 2021",Volotea,3.3,Flew Economy Class,10.0,5,5,5,5,5,5,5,Yes,"Despise having to wear a mask, the flight and crew were very pleasant. Boarding and disembark were orderly and quick. 2nd time flying with Volotea and I certainly recommend them."
Victor,"April 28, 2021",Volotea,3.3,Flew Economy Class,10.0,5,5,5,3,4,5,4,Yes,"I travelled with Volotea a few months ago on a domestic flight in France and I have to say they are doing pretty good with all the procedures for Covid-19. As always, the crew was very friendly and also ground staff. All the times I have travelled with Volotea we have arrived in time and I truly recommend it."
JEAN,"February 21, 2021",Volotea,3.3,Flew Economy Class,9.0,5,4,4,0,4,4,3,Yes,Avion propre en bon état. Personnel de cabine agréable. Confort des sieges bon . espace entre sièges bon(je mesure 1.8m)Départ à l’heure. Arrivée retardée mais les informations transmises aux passagers. Etant ancien pilote en temps que passager il est très sécurisant de savoir pourquoi nous tournons en rond. 3 vols sur Volotea ont confirmés ma première impression Compagnie très PRO
Chelsi,"November 30, 2020",Volotea,3.3,Flew Economy Class,1.0,1,1,1,1,1,1,1,No,"AVOID THESE CRIMINALS. This company will screw you over the second it gets the chance. My flight was changed by 11 hours, so I had the right to a refund. I was back and forth with them for months, they wanted me to take the credit of course. I chose the refund. I saw something saying 90% of people would have their refunds by the end of July, guess I wasn’t one of them because by October I still hadn’t heard anything. Finally they emailed me and said they had found a “wrong” with my bank account and the payment had been rejected. That’s funny, there didn’t seem to be a “wrong” when you took the money in the first place. I’ve emailed them several times since and they maintain that they’ve refunded me already despite the fact I’ve sent them screenshots of my bank account. Do not fly with these criminals. They steal from their customers."
Julian,"August 25, 2020",Volotea,3.3,Flew Economy Class,1.0,1,1,1,1,1,1,1,No,"Honeslty I didnt think twice about the airline for a 50 minutes flight, not bothered about a short trip like this but alrrady at check in they lost me forever!!! They charge you 30 Euros to check you in, absolute crooks, be careful!!!"
Chris,"July 27, 2020",Volotea,3.3,Flew Economy Class,1.0,1,1,1,1,1,1,1,No,"Stay away! In our experience, this airline’s customer service and focus on their passengers is the worst. Having booked with multiple airlines for our holiday, which is impacted by COVID, we expected to lose $$$. All the other airlines have cancelled their flights or were willing to refund our tickets – so we got our $$ back luckily. Volotea is NOT one of those. I checked our booking online – we have -$350.00 to pay? Our flight has been moved 38 hrs later from the original time we booked it? This tells me they’ve cancelled our flight and put us on another which has a cheaper fare. But no! Apparently the flight is still ‘on time’ ! How is 38 hours later on time!? And why owe me money if my flight and seat is the same!? There is nobody there to call to plead with, they don’t respond to emails, and their online chat doesn’t rarely work even in the hours they state. One time I did manage to chat with someone, they were so rude and disconnected me! Unless you’re willing to risk your money then I (like many others on their social media page) would stay away!"
jOHN,"March 21, 2020",Volotea,3.3,Flew Economy Class,1.0,1,0,0,0,,,0,No,"Trying to Cancel my ticket for travel Mar 28 2020 from Naples to Palermo, Italy has been a nightmare- no refund only a travel credit after they kept $30, for a year from Dec 2019 when we purchased it.  This company has adamantly denied to refund anything! They claim we made the choice to use our flex option and those are the rules and we should have waited to see if the flight was cancelled for which they would have given a full refund. Outrageous, why gamble that we would have lost the full cost with not cancelling in a timely manner. I have pleaded with them that this is not the usual situation in the world and we all have to be flexible but they would not budge. This is sad that a big airline would lose a customer over $180 during a global pandemic. I do not know if we will be able to use the credit but will NEVER EVER even consider Volotea for a flight. You have been warned- This airline is greedy and unfeeling and selfish. Avoid at all costs!"
